Ingreso,Título,Jurisdicción,Departamento
2021/11/13,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/11/13,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/11/13,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2021/11/21,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/11/14,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2021/11/15,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 3,MALDONADO
2021/11/15,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/11/15,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2021/11/18,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/11/17,ABUSO SEXUAL,COMISARÍA 12,MALDONADO
2021/12/28,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/15,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/11/15,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2021/11/15,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/11/15,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/11/15,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2021/11/16,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/11/16,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/11/17,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/11/16,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/11/16,ABUSO SEXUAL,COMISARÍA 3,ROCHA
2021/12/02,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/11/16,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/11/16,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/11/22,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/11/17,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/11/18,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/28,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/11/25,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2021/11/21,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2021/11/20,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/11/19,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/11/19,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2021/11/21,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/11/19,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2021/11/21,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2021/11/19,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/11/19,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/11/22,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/19,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/11/19,ABUSO SEXUAL,COMISARÍA 3,DURAZNO
2021/11/21,ABUSO SEXUAL,COMISARÍA 10,LAVALLEJA
2021/11/22,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/11/21,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/11/20,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/11/21,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/11/28,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2021/11/21,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/11/21,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2021/11/24,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/11/22,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2021/11/22,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/23,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/11/28,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/11/23,ABUSO SEXUAL,COMISARÍA 17,CANELONES
2021/11/22,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/11/22,ABUSO SEXUAL,COMISARÍA 15,COLONIA
2021/11/22,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/11/22,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/11/22,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2021/11/22,ABUSO SEXUAL,COMISARÍA 3,TREINTA Y TRES
2021/11/23,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/11/23,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2021/11/23,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2021/11/23,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/11/23,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/11/23,ABUSO SEXUAL,COMISARÍA 14,COLONIA
2021/11/24,ABUSO SEXUAL,COMISARÍA 8,COLONIA
2021/11/23,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/12/27,ABUSO SEXUAL,COMISARÍA 17,COLONIA
2021/11/24,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/11/24,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2021/11/24,ABUSO SEXUAL,COMISARÍA 5,SAN JOSÉ
2021/11/29,ABUSO SEXUAL,COMISARÍA 10,CERRO LARGO
2021/11/30,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2021/11/24,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/11/25,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/11/26,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/11/26,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/12/27,ABUSO SEXUAL,COMISARÍA 3,PAYSANDÚ
2021/12/07,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/11/29,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/12/10,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/27,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/11/27,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/11/28,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/27,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/11/27,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/11/28,ABUSO SEXUAL,COMISARÍA 11,SAN JOSÉ
2021/11/28,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/28,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2021/11/29,ABUSO SEXUAL,COMISARÍA 6,SAN JOSÉ
2021/12/03,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2021/11/29,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/12/09,ABUSO SEXUAL,COMISARÍA 17,CANELONES
2021/12/01,ABUSO SEXUAL,COMISARÍA 6,CERRO LARGO
2021/11/30,ABUSO SEXUAL,COMISARÍA 10,TACUAREMBÓ
2021/11/30,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/12/13,ABUSO SEXUAL,COMISARÍA 23,CANELONES
2021/12/01,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2021/12/27,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/12/15,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2021/12/02,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/12/02,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/12/17,ABUSO SEXUAL,COMISARÍA 11,CERRO LARGO
2021/12/03,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/12/02,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/12/02,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/12/03,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/12/03,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/12/03,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/12/03,ABUSO SEXUAL,COMISARÍA 16,COLONIA
2021/12/03,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/12/08,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/12/03,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/12/07,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/12/03,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2021/12/07,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/12/04,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/12/05,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2021/12/04,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/12/06,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/12/05,ABUSO SEXUAL,COMISARÍA 8,ARTIGAS
2021/12/04,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/12/05,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2021/12/05,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/13,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/12/05,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/12/13,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/12/05,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2021/12/06,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2021/12/05,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/05,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/12/07,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2021/12/06,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2021/12/06,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/12/10,ABUSO SEXUAL,COMISARÍA 16,FLORIDA
2021/12/06,ABUSO SEXUAL,COMISARÍA 14,CERRO LARGO
2021/12/06,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2021/12/07,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/12/07,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2021/12/07,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/12/09,ABUSO SEXUAL,COMISARÍA 15,FLORIDA
2021/12/14,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/08,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/12/08,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/12/10,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/12/09,ABUSO SEXUAL,COMISARÍA 2,DURAZNO
2021/12/09,ABUSO SEXUAL,COMISARÍA 14,LAVALLEJA
2021/12/09,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/12/09,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/12/09,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/12/09,ABUSO SEXUAL,COMISARÍA 6,FLORIDA
2021/12/09,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/11,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/12/10,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2021/12/10,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2021/12/11,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2021/12/12,ABUSO SEXUAL,COMISARÍA 10,PAYSANDÚ
2021/12/15,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/12/11,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/12/12,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/11,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/12/11,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/12/11,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/21,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2021/12/15,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/12/12,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/12/12,ABUSO SEXUAL,COMISARÍA 10,MALDONADO
2021/12/12,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/12,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/12/14,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/12/13,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2021/12/13,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2021/12/20,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/14,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2021/12/14,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/12/15,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/12/14,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2021/12/14,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/12/14,ABUSO SEXUAL,COMISARÍA 5,ROCHA
2021/12/15,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/12/15,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/12/15,ABUSO SEXUAL,COMISARÍA 10,CERRO LARGO
2021/12/15,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/17,ABUSO SEXUAL,COMISARÍA 7,RÍO NEGRO
2021/12/15,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/12/15,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/12/15,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2021/12/15,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2021/12/20,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2021/12/16,ABUSO SEXUAL,COMISARÍA 5,SALTO
2021/12/17,ABUSO SEXUAL,COMISARÍA 7,FLORES
2021/12/16,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/12/16,ABUSO SEXUAL,COMISARÍA 30,CANELONES
2021/12/19,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2021/12/18,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/16,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/17,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2021/12/17,ABUSO SEXUAL,COMISARÍA 2,CERRO LARGO
2021/12/17,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/12/21,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/12/20,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2021/12/18,ABUSO SEXUAL,COMISARÍA 9,ARTIGAS
2021/12/23,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/12/19,ABUSO SEXUAL,COMISARÍA 9,SORIANO
2021/12/18,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/18,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/12/22,ABUSO SEXUAL,COMISARÍA 12,CANELONES
2021/12/19,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/12/22,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2021/12/19,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/12/19,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/12/20,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/12/21,ABUSO SEXUAL,COMISARÍA 1,LAVALLEJA
2021/12/20,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/12/20,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/12/23,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/12/22,ABUSO SEXUAL,COMISARÍA 3,CANELONES
2021/12/22,ABUSO SEXUAL,COMISARÍA 17,CANELONES
2021/12/22,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/12/22,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/12/23,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/12/23,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2021/12/23,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/12/28,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/12/27,ABUSO SEXUAL,COMISARÍA 12,MALDONADO
2021/12/24,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/12/24,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/12/24,ABUSO SEXUAL,COMISARÍA 15,CERRO LARGO
2021/12/24,ABUSO SEXUAL,PREFECTURA DEL PUERTO DE MALDONADO,MALDONADO
2021/12/26,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/12/25,ABUSO SEXUAL,COMISARÍA 30,CANELONES
2021/12/25,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2021/12/25,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/12/25,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/12/25,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/12/25,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/12/25,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/12/25,ABUSO SEXUAL,COMISARÍA 14,COLONIA
2021/12/31,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/12/26,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2021/12/28,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/12/26,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/12/26,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/12/27,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/12/27,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/12/27,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/12/27,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2021/12/27,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/12/27,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/12/27,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/12/29,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/27,ABUSO SEXUAL,COMISARÍA 11,CANELONES
2021/12/27,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/12/27,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2021/12/27,ABUSO SEXUAL,COMISARÍA 12,CANELONES
2021/12/29,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2021/12/28,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/12/27,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/12/27,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2021/12/29,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/12/30,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/12/29,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/12/30,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/12/30,ABUSO SEXUAL,COMISARÍA 10,TACUAREMBÓ
2021/12/30,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/12/31,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/12/31,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2021/12/31,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/09/29,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2021/09/10,ABUSO SEXUAL,COMISARÍA 2,PAYSANDÚ
2021/11/18,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/07/23,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/11/03,ABUSO SEXUAL,COMISARÍA 9,ROCHA
2021/09/06,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/01/08,ABUSO SEXUAL,COMISARÍA 9,DURAZNO
2021/04/09,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/01/11,ABUSO SEXUAL,COMISARÍA 2,LAVALLEJA
2021/05/18,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/12/01,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/01/08,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2021/01/12,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/01/10,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/02/12,ABUSO SEXUAL,COMISARÍA 9,DURAZNO
2021/01/22,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2021/01/25,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2021/01/25,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2021/01/26,ABUSO SEXUAL,COMISARÍA 3,CANELONES
2021/08/13,ABUSO SEXUAL,COMISARÍA 4,COLONIA
2021/01/31,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2021/02/04,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/02/11,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2021/02/13,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/02/18,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/02/18,ABUSO SEXUAL,COMISARÍA 2,PAYSANDÚ
2021/02/21,ABUSO SEXUAL,COMISARÍA 14,COLONIA
2021/03/19,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2021/03/21,ABUSO SEXUAL,COMISARÍA 24,CANELONES
2021/03/26,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/04/03,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/04/08,ABUSO SEXUAL,COMISARÍA 12,LAVALLEJA
2021/05/08,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/04/15,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/04/19,ABUSO SEXUAL,COMISARÍA 1,SALTO
2021/04/18,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2021/08/19,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/04/22,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2021/04/23,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/04/28,ABUSO SEXUAL,COMISARÍA 9,FLORES
2021/10/30,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2021/05/07,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2021/05/11,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/05/24,ABUSO SEXUAL,COMISARÍA 4,SORIANO
2021/05/23,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2021/05/23,ABUSO SEXUAL,COMISARÍA 7,FLORES
2021/06/02,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2021/06/09,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/06/04,ABUSO SEXUAL,COMISARÍA 2,RIVERA
2021/06/07,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2021/06/18,ABUSO SEXUAL,COMISARÍA 1,COLONIA
2021/06/25,ABUSO SEXUAL,COMISARÍA 10,SORIANO
2021/06/25,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/06/25,ABUSO SEXUAL,COMISARÍA 14,TACUAREMBÓ
2021/06/26,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/07/02,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/07/22,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/07/02,ABUSO SEXUAL,COMISARÍA 6,PAYSANDÚ
2021/09/30,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/07/07,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/07/10,ABUSO SEXUAL,COMISARÍA 5,PAYSANDÚ
2021/07/10,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/07/16,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/07/16,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2021/07/17,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/07/18,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2021/07/22,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/07/24,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/07/27,ABUSO SEXUAL,COMISARÍA 3,CANELONES
2021/08/01,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/08/10,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/08/19,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/08/20,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/08/23,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2021/08/21,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/08/29,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2021/09/30,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/09/18,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/09/22,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/09/24,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/09/27,ABUSO SEXUAL,COMISARÍA 11,SAN JOSÉ
2021/10/05,ABUSO SEXUAL,PREFECTURA DE MERCEDES,SORIANO
2021/10/06,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/10/07,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/10/18,ABUSO SEXUAL,COMISARÍA 5,SAN JOSÉ
2021/10/20,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2021/10/20,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/11/09,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2021/10/26,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/10/28,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2021/11/03,ABUSO SEXUAL,COMISARÍA 2,PAYSANDÚ
2021/11/01,ABUSO SEXUAL,COMISARÍA 17,COLONIA
2021/11/03,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2021/11/18,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2021/11/05,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/11/07,ABUSO SEXUAL,COMISARÍA 7,DURAZNO
2021/11/16,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2021/11/17,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/11/12,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/24,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2021/11/26,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
